mobleyID,sasa,ele,born,pol,wgt,logP,psa,num_atoms,n_acceptors,n_donors,volume,nrotb,rand1,rand2,rand3,rand4,rand5,dG_exp
mobley_7532833,191.81245976124234,-0.3044998503011709,-7.186907693328273,-7.491407543629443,41.053,0.52988,23.79,3,1,0,58.432000000000016,0,0.49975842217736954,0.06869644758922133,0.19782311931543528,0.16575117870057554,0.22678645420818488,-3.88
mobley_2198613,213.24034049173707,-0.08309471890868765,-1.4148533217442703,-1.497948040652958,64.515,1.2451,0.0,3,0,0,68.63200000000002,0,0.8412565100879521,0.15514888068853883,0.430243853682449,0.46446561165707034,0.4776545387394753,-0.63
mobley_9257453,301.36133268122006,-1.2779464058236534,-7.817130686253501,-9.095077092077155,163.003,2.6990000000000003,20.23,9,1,1,146.72800000000004,0,0.993135832659037,0.9363223716274376,0.26313933626835895,0.40624329208890053,0.9532166935057224,-7.29
mobley_755351,306.79194228640506,-3.1849426902936306,-10.22420507574637,-13.40914776604,123.15499999999999,1.2773999999999999,35.25,9,2,1,138.73600000000005,1,0.8011768313352894,0.6432862756546953,0.7877058113457842,0.4544028942882393,0.533117171672356,-7.29
mobley_9729792,281.82644352727027,-0.264550719686393,-3.091874225569672,-3.356424945256065,92.14099999999998,2.0587,0.0,7,0,0,113.60800000000003,0,0.26307121281166734,0.09951042485308059,0.6738357824411257,0.49747808922954684,0.8677901892051041,-0.99
mobley_7203421,335.67879668850117,-3.463165763815165,-10.992965917570068,-14.456131681385234,115.176,1.052,43.09,8,1,1,136.32000000000002,4,0.6761892456257259,0.8853121675837353,0.4820804837844067,0.9765846209382477,0.8825208145956005,-9.31
mobley_3167746,388.7350968477357,-0.1507954956469551,0.08757073308257142,-0.06322476256438368,114.232,3.3668000000000022,0.0,8,0,0,149.03200000000004,5,0.03616052191777719,0.3187667017776252,0.17890898034138802,0.7077968856140501,0.16484056869286068,2.88
mobley_1967551,192.9323755327823,-1.2444145752824711,-7.611516299345249,-8.85593087462772,44.053,0.2052,17.07,3,1,0,55.62400000000002,0,0.06928614454635473,0.015696529167854467,0.2891473383515387,0.6602905973026753,0.23206357244750753,-3.5
mobley_6522117,573.5673738068737,-7.938463273390311,-90.94295584142347,-98.88141911481378,359.573,5.7283000000000035,44.760000000000005,20,4,0,323.14400000000006,7,0.21379888125539925,0.29879540075799316,0.9862441912021505,0.6526880526719179,0.4070677011506425,-7.07
mobley_6353617,305.45925878164036,-3.2937894511713006,-13.534499286173011,-16.828288737344312,121.13899999999997,1.2842,29.96,9,2,0,136.12000000000003,1,0.5194794629308115,0.7449812764118992,0.6165311113187599,0.6825258691692022,0.8146808108245226,-8.26
mobley_547634,376.9322395496981,-0.279666866941961,-4.981486064935481,-5.261152931877442,156.22799999999998,3.456640000000002,0.0,12,0,0,181.38400000000004,0,0.41049050973188483,0.8556315578956576,0.1842746660312068,0.9994976449042008,0.440308736605023,-2.78
mobley_3968043,263.69208992656354,-1.430619419029671,-6.134287353795419,-7.56490677282509,84.118,1.1295,17.07,6,1,0,95.45600000000002,0,0.4666337228350562,0.8293421971639932,0.9483006200791639,0.8454792060546907,0.12353394669031859,-4.7
mobley_5631798,114.9901432904064,-3.357681805157747,-8.381609023223458,-11.739290828381204,17.031,0.16199999999999998,35.0,1,1,1,26.296000000000006,0,0.792882176988478,0.3805192155989512,0.7875650779302046,0.9052157836719316,0.7723886235032719,-4.29
mobley_7463408,411.61492056828206,-2.7610225072015493,-10.761318169562008,-13.522340676763557,218.08299999999997,3.3419000000000016,29.1,13,1,1,208.91200000000006,2,0.13806477773574566,0.2740791774442868,0.4045920486908424,0.9652475492850249,0.6047066541343018,-7.78
mobley_4603202,317.5979600652609,-0.331902080675571,-7.02608168694695,-7.35798376762252,143.013,1.4806000000000001,9.23,7,1,0,132.98400000000004,4,0.1899812912541351,0.8436366135737239,0.9547532959824522,0.30946630429808564,0.40167405825769775,-4.23
mobley_2328633,412.1662408988412,-0.16425733879526028,0.059751296437941165,-0.10450604235731911,140.26999999999998,3.7569000000000026,0.0,10,0,0,171.76800000000003,4,0.051867910823867214,0.9089964446172927,0.7605610843629991,0.16195428855029181,0.6557980826449405,2.55
mobley_9460824,518.7437607690545,-2.713764845296367,-21.660665491331404,-24.37443033662777,260.38599999999997,3.727700000000003,18.46,13,5,0,245.68800000000005,8,0.07824378437142887,0.3604428000838954,0.7356354521562741,0.3820087385705476,0.40705526137997894,-4.37
mobley_1424265,318.18890544982736,-0.20235343264245714,-3.1004452326249576,-3.3027986652674146,106.16799999999999,2.30344,0.0,8,0,0,130.97600000000003,0,0.566473692236425,0.7187987533406703,0.6169595440309956,0.4745561305032172,0.4162568902369993,-0.83
mobley_242480,412.0680525872376,-8.789887550469185,-18.75348121751089,-27.543368767980073,238.24599999999995,1.6263999999999998,86.17999999999999,18,4,2,241.62400000000005,0,0.5753915971700178,0.6737892382519323,0.04710605040379989,0.4598456672904453,0.19196258064996985,-11.85
mobley_994483,218.71702017270357,-0.0733576377242922,-1.6405709274189766,-1.7139285651432687,108.966,1.4012,0.0,3,0,0,75.15200000000002,0,0.5359157797415008,0.20899354189516817,0.15953451602828272,0.13117867088415303,0.3435782421974102,-0.74
mobley_6714389,163.9854904233013,-2.640768858705501,-5.5755360610735085,-8.21630491977901,31.058,-0.4251,26.02,2,1,1,44.18400000000001,0,0.29009152344176536,0.24845202112530285,0.8832832348104405,0.44172008466256263,0.31742389616413924,-4.55
mobley_2451097,287.05957140212337,-0.5842074589156749,-7.741253074179107,-8.325460533094782,103.12399999999998,1.5582799999999999,23.79,8,1,0,124.13600000000002,0,0.5792134772918046,0.51052531552081,0.8327652737990192,0.839905836282073,0.0454738711054955,-4.1
mobley_313406,233.77335285432247,-1.2348693735300145,-5.36525300256514,-6.600122376095155,60.096,0.3887,20.23,4,1,1,74.15200000000002,1,0.6839780779501194,0.16301659257803747,0.16418981978637304,0.5513498833845717,0.17426235805359414,-4.85
mobley_2364370,349.6053781238352,-1.9950370239814705,-7.476278619877522,-9.471315643858993,116.15999999999998,1.3496000000000001,26.3,8,2,0,134.99200000000002,3,0.5654575201242381,0.3331053271403023,0.8256228540013014,0.9108994656562034,0.8815192120203174,-2.64
mobley_5538249,429.5276532606549,-0.4336688877391036,-4.248384083661817,-4.68205297140092,257.54699999999997,5.313800000000001,0.0,15,0,0,239.03200000000007,1,0.5333753313886844,0.7027697846150815,0.19522622558814506,0.29388124622639256,0.8659001144962792,-2.16
mobley_7066554,282.97746235709155,-1.285002797786962,-8.413930096798847,-9.698932894585809,128.558,2.0456000000000008,20.23,8,1,1,126.53600000000003,0,0.3963415570199167,0.14102415688019265,0.7303531476185477,0.784919784911383,0.9576589172805371,-7.03
mobley_2913224,369.10076285822356,-4.855414972065246,-16.63321268674889,-21.48862765881414,180.15899999999996,1.3101,63.60000000000001,13,3,1,182.79200000000003,2,0.48559205698382757,0.6655053907991348,0.32114937345089134,0.9483531984202815,0.07318255501433624,-9.94
mobley_5852491,288.8366512154684,-0.09623057971888571,-0.03827312125662022,-0.13450370097550593,84.162,2.1965000000000003,0.0,6,0,0,104.87200000000003,0,0.4218396585443174,0.8403278968594873,0.445872342629672,0.2666148663081255,0.08975080990535345,1.59
mobley_5747188,319.01497656931684,-0.6190484770870877,-5.690982828572677,-6.3100313056597646,137.138,1.79702,49.36,10,3,0,145.60800000000003,1,0.7745772743601627,0.9953403048459006,0.13705139254016796,0.49187003800044393,0.15988254794275614,-3.58
mobley_6359156,415.6255654981454,-0.4480494003821872,-4.7199370715222715,-5.167986471904459,223.10199999999998,4.660400000000001,0.0,14,0,0,218.78400000000005,1,0.8137169104839562,0.9546128156095198,0.4348097704301287,0.4674954028972108,0.5175456153786275,-2.46
mobley_7794077,302.92752134683417,-7.6746971161472874,-25.41205593960757,-33.086753055754855,180.08499999999995,0.08199999999999996,65.72,12,2,2,153.62400000000002,0,0.33971995834932667,0.027387453954643703,0.7471096060895541,0.3569996264419618,0.24971876121217862,-15.46
mobley_7227357,295.41581326318993,-1.2850874923413667,-3.9608856119090827,-5.245973104250449,88.14999999999999,1.1673,20.23,6,1,1,107.60800000000003,2,0.7304811928221658,0.5440899501336443,0.3731984080395897,0.791398465434894,0.9650372466269158,-4.35
mobley_7599023,279.6409439698775,-0.2587839398275876,-3.8371735381805094,-4.095957478008097,157.01,2.4491000000000005,0.0,7,0,0,124.20800000000003,0,0.6709629736293408,0.8849525914331625,0.22322855947370313,0.027315449736671327,0.018813081734438963,-1.46
mobley_3976574,472.9878771410785,-0.3960196600514099,-4.0852415883157605,-4.48126124836717,356.419,6.8515999999999995,18.46,19,2,0,290.73600000000005,0,0.9090224357193851,0.21643661060106534,0.5249315242295088,0.3936437947098459,0.0600665907318344,-4.15
mobley_4434915,174.6190001104485,-0.031925558712400076,-1.935655013434189,-1.967580572146589,50.488,0.855,0.0,2,0,0,51.32800000000001,0,0.48799866973375006,0.37764310597999684,0.7282207926393944,0.4150945604894356,0.591819837380337,-0.55
mobley_4252724,365.52976311254224,-0.29275944135580795,-2.845793588327355,-3.138553029683163,134.22199999999998,2.8851000000000013,0.0,10,0,0,163.83200000000005,2,0.4772711016510667,0.056126049428065206,0.5196847105018702,0.4549647110269752,0.15351521010338331,0.16
mobley_8525830,325.824105329891,-0.13559811876180067,-3.1803286825135,-3.315926801275301,198.047,2.611600000000001,0.0,6,0,0,129.73600000000002,3,0.2939375515012188,0.1816149518010871,0.8307169407846128,0.9625652828601716,0.01302240220349915,-0.14
mobley_1323538,418.2405553421503,-7.953679958271567,-95.16237511687875,-103.11605507515031,182.15599999999998,2.2039999999999997,44.760000000000005,11,4,0,182.52800000000005,6,0.6412717196355427,0.3045560327222281,0.11376699425480963,0.9584041487415398,0.8858787841760364,-7.5
mobley_3259411,247.01025328433667,-3.5007501200924773,-15.832764568989802,-19.33351468908228,92.09399999999998,-1.6681000000000001,60.69,6,3,3,92.20000000000002,2,0.7207978851426368,0.98515606035734,0.2217409632988917,0.3740361294679795,0.979728875558991,-13.43
mobley_1858644,320.0203885169812,-1.3783839401149216,-8.520825343697041,-9.899209283811963,122.16699999999997,1.2213999999999998,20.23,9,1,1,140.35200000000003,2,0.485748980350017,0.031691010585298884,0.31280513454649783,0.06231477443170841,0.42666305719806685,-6.79
mobley_7375018,488.49431390132474,-1.5175438633899518,-6.161179857612373,-7.678723721002324,170.296,3.7161000000000026,17.07,12,1,0,206.87200000000004,8,0.6132372936473036,0.43590720513590764,0.5136562505989436,0.68335045938506,0.2452669202096509,-2.15
mobley_4375719,420.91601983274154,-0.16815910003473314,0.10881198294797277,-0.05934711708676037,128.259,3.7569000000000026,0.0,9,0,0,166.13600000000005,6,0.8225446112815048,0.3717600163514857,0.9325436537892329,0.9685755458330824,0.32590334357383344,3.13
mobley_7364468,351.76028845521415,-1.576478384222594,-6.79936930485554,-8.375847689078135,138.21,2.3218000000000005,17.07,10,1,0,158.60000000000005,0,0.714578011819905,0.05354807159754893,0.15360287448869792,0.918455197644666,0.1476527618998078,-5.18
mobley_1199854,260.5113365199619,-0.10242347033137697,-3.3410258324468334,-3.4434493027782103,169.993,1.8314,0.0,4,0,0,96.04800000000002,1,0.9590363907839529,0.145307633707643,0.8473626573563203,0.7591840625784435,0.318074898623967,-0.53
mobley_2178600,308.352193589855,-0.13372065776389877,-0.725477383167005,-0.8591980409309038,106.596,2.415400000000001,0.0,6,0,0,119.16000000000003,3,0.7309726955108402,0.16096377420989783,0.7444000487193927,0.058501631945603205,0.718197439761165,-0.1
mobley_3325209,394.0551285386057,-2.024149067957496,-10.042169456169672,-12.066318524127169,182.21899999999994,1.7360999999999998,27.69,13,3,0,194.03200000000004,4,0.3928417564260078,0.5524556467664135,0.18066163555359782,0.22536936059647927,0.8057899323606124,-4.04
mobley_3639400,278.8851103768677,-0.11959940943428948,-1.0074351732300124,-1.1270345826643018,92.56899999999999,2.0253,0.0,5,0,0,102.12000000000002,2,0.0801216744288471,0.482223910189982,0.4399317088609336,0.8693496936403788,0.05341805062442262,-0.16
mobley_7769613,273.6179172833484,-0.14926259552554785,-0.4062008059900955,-0.5554634015156433,137.01999999999998,2.1798,0.0,5,0,0,107.44800000000002,0,0.7566531891539211,0.19035216608631278,0.9038279756430927,0.6750804308239652,0.5549880053196405,0.84
mobley_1781152,323.66060395925564,-1.8980343089384761,-6.6654241457681955,-8.563458454706671,116.15999999999998,1.2055,26.3,8,2,0,133.52000000000004,0,0.26488359552332985,0.5354401867329397,0.8491596576752622,0.2337230157648691,0.37862130033231645,-2.4
mobley_5347550,289.18843458374033,-1.2207476773929458,-7.768064758580229,-8.988812435973175,164.96599999999998,2.0293,9.23,8,1,0,134.71200000000005,2,0.5897146300877834,0.39676115535591183,0.6296113825965426,0.9636381431818324,0.7411567552239916,-1.12
mobley_1923244,259.2719399109167,-0.08284926940494283,0.00460206281864875,-0.07824720658629408,58.123999999999995,1.8064,0.0,4,0,0,81.76800000000001,1,0.9173837127560438,0.3922964540950421,0.10496616176732387,0.10229302707472554,0.244060691710842,2.1
mobley_1659169,250.80074891660507,-1.9326697097974275,-7.9357662239306626,-9.86843593372809,87.122,-0.3938000000000001,21.259999999999998,6,2,1,95.49600000000002,0,0.6511439895168932,0.5696199656122873,0.42783736804639827,0.5769669636424108,0.9525237375071519,-7.17
mobley_7754849,623.8232068113259,-5.0839230049068505,-37.26639267288064,-42.35031567778749,384.4870000000002,5.005300000000004,36.92,19,8,0,345.2240000000001,12,0.7275677787108323,0.7730831385378818,0.6982839421528231,0.32193036872101854,0.9419715920655451,-6.1
mobley_2925352,294.52182939475296,-1.255873348227646,-8.290511169647175,-9.54638451787482,108.13999999999999,1.7006199999999996,20.23,8,1,1,123.46400000000003,0,0.7192542559165185,0.3078311098447285,0.7363926264640247,0.9591587571421428,0.17774766657594987,-6.13
mobley_4587267,356.669446906351,-7.301285217307461,-25.28032243656871,-32.58160765387617,182.172,-3.585399999999998,121.38000000000001,12,6,6,169.30400000000003,5,0.9316133423280425,0.21122821570674688,0.6124910989584605,0.0840769754086651,0.4184739444535508,-23.62
mobley_2881590,309.2753820535167,-0.7868487602558905,-3.96857812011826,-4.75542688037415,119.11999999999999,0.8716,58.59,8,4,0,125.07200000000003,3,0.6368336442137051,0.5183139499831486,0.2649918647920283,0.20313800120825176,0.9138484450925625,-1.88
mobley_1469079,419.6443755273766,-0.602657464266012,-6.738693696689827,-7.341351160955839,253.08399999999997,4.891400000000001,18.46,16,2,0,231.25600000000006,0,0.8550314488562131,0.9135840272327087,0.5924345524726835,0.7897664609658868,0.2596114687059091,-3.56
mobley_2146331,150.33961879468717,-1.05109902366758,-8.510439489825774,-9.561538513493355,30.026,-0.1849,17.07,2,1,0,38.464000000000006,0,0.0969269952370051,0.46560966012631133,0.3990630709097954,0.25597697007730846,0.3087820115954021,-2.75
mobley_5890803,350.2749190369798,-2.0100502547059436,-6.194352805852381,-8.204403060558324,116.15999999999998,1.3496000000000001,26.3,8,2,0,134.99200000000002,3,0.7590848749935585,0.19736297218457877,0.11316253606860649,0.5703614507128187,0.10401529963041634,-2.44
mobley_8691603,294.5218541415687,-1.312488161737504,-7.9517885314356445,-9.264276693173148,108.13999999999999,1.7006199999999996,20.23,8,1,1,123.34400000000002,0,0.2561841905492508,0.17788039352934826,0.8551932335086087,0.718053641030322,0.6037728730807552,-5.49
mobley_7893124,356.48433917856846,-0.2977120017284531,-2.777611105462902,-3.075323107191355,134.22199999999998,2.9841000000000015,0.0,10,0,0,162.92000000000004,0,0.6711055479172552,0.08497803514852387,0.8708320004030822,0.5047676008307386,0.1050933079663493,-0.44
mobley_6235784,273.78904668100387,-0.1502761134442375,-0.21317727767986375,-0.36345339112410124,92.569,2.0237,0.0,5,0,0,101.88800000000002,1,0.9710582294991181,0.7230722722005327,0.6988249548358945,0.12172473995760458,0.8642697617147223,0.0
mobley_8713762,496.3208660913101,-2.4678727839931467,-7.598132864799252,-10.066005648792398,203.35099999999997,3.3716000000000026,20.310000000000002,13,2,0,227.89600000000004,6,0.7373826953582268,0.6677912209949339,0.2742028948039984,0.9882326140907702,0.23780612721664363,-4.13
mobley_3266352,366.9728013773142,-2.258826613837047,-10.399935100899722,-12.65876171473677,189.18000000000004,2.685100000000001,3.24,13,1,0,189.97600000000006,2,0.2308944755929928,0.010489503911465192,0.19841533870460004,0.301361917021281,0.5314907651589924,-1.92
mobley_4479135,422.25405031446195,-0.6041799232184342,-6.044983119972999,-6.649163043191433,180.24999999999997,3.7481000000000018,0.0,14,0,0,209.87200000000004,2,0.8908589238739839,0.31411696809290324,0.9273368778044936,0.16352315957730035,0.0848476549317212,-2.78
mobley_4699732,260.2674357227121,-0.10309707868652804,-2.362457066923042,-2.4655541456095698,112.987,1.8525,0.0,5,0,0,105.28800000000003,1,0.2497154193338158,0.537720208401479,0.354083429255759,0.28561671286954726,0.48055512712767856,-1.27
mobley_7859387,354.541450081836,-1.2996599510345883,-6.28966332351893,-7.589323274553518,114.18799999999999,2.1557000000000004,17.07,8,1,0,139.50400000000002,5,0.6257125591405819,0.6349524218473618,0.075025009203046,0.9825057950619298,0.6982815519384614,-2.67
mobley_5220185,300.0132407461299,-1.9497755903332916,-12.070828373686393,-14.020603964019685,108.14399999999998,1.039,25.78,8,2,0,126.32000000000004,1,0.09448429089849475,0.9964064894977945,0.10315486691372966,0.9337042986643017,0.9688441833798533,-5.45
mobley_5494918,262.0554792086419,-1.4762584657631563,-9.301555044751002,-10.777813510514157,150.021,2.6262999999999996,0.0,9,0,0,119.56000000000003,0,0.7150499701157642,0.7694054332479305,0.2517271701082272,0.5889918769806908,0.2479028204013367,2.93
mobley_5571660,323.50073561024055,-3.1551007182800626,-7.241993222018413,-10.397093940298475,121.183,1.88564,26.02,9,1,1,143.55200000000002,0,0.37014301934680494,0.9253727553666333,0.7109264014814927,0.8906119624484132,0.937144930988915,-5.21
mobley_7176290,295.8143353243388,-1.6713655225391424,-10.402267662350582,-12.073633184889724,139.10999999999999,1.1942,69.59,10,4,1,139.31200000000004,1,0.15829052474702487,0.8369548059375225,0.7902624501583709,0.41335171932885906,0.06289381424736518,-9.62
mobley_4689084,372.48367484397215,-3.797213677672258,-15.134163426338706,-18.931377104010963,146.142,0.11260000000000003,52.6,10,4,0,154.64000000000004,3,0.180188754709517,0.5819134462667795,0.6638357174200754,0.2505704333970882,0.01043134156772696,-6.34
mobley_3265457,394.89763518320393,-2.538440472087959,-16.53506552453715,-19.07350599662511,216.61999999999998,1.8752999999999997,55.76,14,4,1,205.20000000000005,3,0.3767192744827489,0.3500205699889958,0.5691948317805252,0.8852238303129738,0.9131160640113343,-7.78
mobley_2245668,259.0407153390266,-1.2419662015686235,-5.1083503831274,-6.3503165846960234,74.12299999999999,0.6347,20.23,5,1,1,90.59200000000003,1,0.22477253142189524,0.8061070536373613,0.19603938907573126,0.10910474289360972,0.9392883880391963,-4.5
mobley_550662,313.1554908204656,-1.7769629097475719,-8.466824365905747,-10.24378727565332,120.14799999999998,0.5992999999999999,27.69,8,3,0,129.06400000000002,3,0.49666742942365005,0.4352436839988679,0.86970129654956,0.6501383453258494,0.5108152617025983,-4.42
mobley_7977115,327.8334691403513,-1.303380091579552,-3.774653019613936,-5.078033111193488,102.17699999999999,1.5574,20.23,7,1,1,124.00000000000003,3,0.2403714152937273,0.6173382686903522,0.003104800967555499,0.5797557337820984,0.2027561455706407,-4.06
mobley_3211679,277.14635519047033,-0.17991184250613232,-0.7783308962793031,-0.9582427387854354,82.146,2.1166,0.0,6,0,0,102.30400000000003,0,0.8512055668688913,0.702896392394384,0.8632096362351038,0.35486667464816135,0.042991289954639855,0.14
mobley_1261349,275.16266556504473,-0.08576331757350689,-0.000510875868675667,-0.08627419344218255,72.151,2.0524,0.0,5,0,0,97.84800000000003,0,0.125573940468787,0.7902114652884609,0.6117331552355452,0.2053208639433891,0.8842095107313249,2.51
mobley_2763835,336.09587238271456,-0.5875013113915987,-5.613392610680198,-6.2008939220717965,122.16699999999996,2.0853,9.23,9,1,0,142.37600000000003,2,0.5320852460893292,0.13156352686958173,0.6180557289781434,0.8456706582905276,0.8229095521564315,-2.22
mobley_3210206,333.29306967557466,-1.4442323980835174,-9.167209478069527,-10.611441876153044,166.08899999999997,-0.16670000000000007,117.18,11,8,0,152.00800000000004,5,0.8471374888053245,0.23882280257196153,0.43784216312052315,0.46340665534220526,0.9246218576737072,-4.95
mobley_7735340,209.45621072609873,-1.815106203464632,-13.623995155344986,-15.439101358809618,68.079,0.40969999999999995,28.68,5,1,1,77.92000000000002,0,0.22513900764359285,0.293414386045744,0.280939146637039,0.7149278924281952,0.9419783986837977,-9.63
mobley_4177472,345.451942534956,-0.14080844039360305,0.04352220439598198,-0.09728623599762107,114.23199999999999,2.9345000000000017,0.0,8,0,0,147.64000000000004,2,0.6686192068968622,0.9665175724740304,0.8673722060958432,0.2627196074079695,0.9294057753233157,2.56
mobley_6620221,460.25076324152934,-3.6039607588065277,-15.173195310947118,-18.777156069753644,221.25599999999997,2.1182999999999996,47.56,16,3,1,231.48800000000006,1,0.771278371331625,0.5427120815834077,0.07268627282090301,0.9634244062316051,0.6199734549578702,-9.61
mobley_8011706,240.97371060068883,-2.0220484719360585,-10.320263643811616,-12.342312115747674,73.095,-0.2956000000000001,20.310000000000002,5,1,0,87.61600000000001,1,0.5991796623626521,0.7768087263684552,0.13542781193074482,0.8825034206661205,0.6663416872857474,-7.81
mobley_9717937,394.57708934167545,-0.4607908110021144,-5.137301719398419,-5.598092530400534,188.65699999999995,4.0070000000000014,0.0,13,0,0,198.95200000000006,1,0.39383191598313705,0.3683832458820865,0.3253950162465239,0.8273988539935995,0.7141464603840325,-2.69
