mobleyID,pol,psa,n_donors,nrotb,group_id,dG_exp,n_acceptors,logP
mobley_7532833,-0.12725615724597716,0.6158008087802718,-0.6190322377758462,-1.1188193082082325,7.0,-3.88,0.14666243218768482,-1.0233464894441697
mobley_2198613,1.271189211865877,-1.248610595279785,-0.6190322377758462,-1.1188193082082325,4.0,-0.63,-1.2422416955284112,-0.522036582629718
mobley_9257453,-0.34488106760598203,0.49729379954503067,1.6093555139159244,-1.1188193082082325,5.0,-7.29,0.14666243218768482,0.4970267454616824
mobley_755351,-0.809300518707682,0.9214881690407476,1.6093555139159244,0.07964718466770575,5.0,-7.29,0.8109540381806228,-0.49939696126830924
mobley_9729792,0.664935412967143,-1.248610595279785,-0.6190322377758462,-1.1188193082082325,8.0,-0.99,-1.2422416955284112,0.04822954553257869
mobley_7203421,-0.9035958270636835,1.0878219811991214,1.6093555139159244,1.2481208297746098,7.0,-9.31,0.14666243218768482,-0.6573836688491619
mobley_3167746,2.1155488951454258,-1.248610595279785,-0.6190322377758462,1.4357991441266138,4.0,2.88,-1.2422416955284112,0.9650991648161353
mobley_1967551,-0.31440773718107035,0.3777406323360011,-0.6190322377758462,-1.1188193082082325,1.0,-3.5,0.14666243218768482,-1.2509202437358788
mobley_6522117,-3.781723246540495,1.1201105125143689,-0.6190322377758462,1.706651878987349,5.0,-7.07,1.5198913640691667,2.6203148256510227
mobley_6353617,-1.098407301318109,0.7919082063030873,-0.6190322377758462,0.07964718466770575,5.0,-8.26,0.8109540381806228,-0.49463072519222323
mobley_547634,0.24353788802510706,-1.248610595279785,-0.6190322377758462,-1.1188193082082325,5.0,-2.78,-1.2422416955284112,1.028069554386072
mobley_3968043,-0.1379746784267003,0.3777406323360011,-0.6190322377758462,-1.1188193082082325,1.0,-4.7,0.14666243218768482,-0.6030625959231811
mobley_5631798,-0.6459252247244814,0.9157214709052413,1.6093555139159244,-1.1188193082082325,8.0,-4.29,0.14666243218768482,-1.2811998611604256
mobley_7463408,-0.8197743454009744,0.7691728932187162,1.6093555139159244,0.647231961973063,5.0,-7.78,0.14666243218768482,0.9476463297728198
mobley_4603202,-0.10759296285330987,-0.016197248193346545,-0.6190322377758462,1.2481208297746098,8.0,-4.23,0.14666243218768482,-0.3569706126417377
mobley_2328633,2.079992837057094,-1.248610595279785,-0.6190322377758462,1.2481208297746098,6.0,2.55,-1.2422416955284112,1.2385269138280726
mobley_9460824,-1.5969183436112175,0.4322608782798141,-0.6190322377758462,1.80925867022391,8.0,-4.37,1.742702019329821,1.2180601353837035
mobley_1424265,0.6789534818358115,-1.248610595279785,-0.6190322377758462,-1.1188193082082325,5.0,-0.83,-1.2422416955284112,0.2197719892474762
mobley_242480,-1.7686473110246057,1.7177433022805904,1.710633166802252,-1.1188193082082325,5.0,-11.85,1.5198913640691667,-0.2547769038338925
mobley_994483,1.1837438683290766,-1.248610595279785,-0.6190322377758462,-1.1188193082082325,4.0,-0.74,-1.2422416955284112,-0.4126234280007425
mobley_6714389,-0.2296579889889484,0.683171482746788,1.6093555139159244,-1.1188193082082325,8.0,-4.55,0.14666243218768482,-1.6927082729648557
mobley_2451097,-0.24447219896464062,0.6158008087802718,-0.6190322377758462,-1.1188193082082325,5.0,-4.1,0.14666243218768482,-0.30252337464315443
mobley_313406,0.00951461343071767,0.49729379954503067,1.6093555139159244,0.07964718466770575,0.0,-4.85,0.14666243218768482,-1.1223019613885565
mobley_2364370,-0.3915882502693796,0.6913089223637898,-0.6190322377758462,0.9999504114775951,3.0,-2.64,0.8109540381806228,-0.4487907488133956
mobley_5538249,0.3583833612956744,-1.248610595279785,-0.6190322377758462,0.07964718466770575,5.0,-2.16,-1.2422416955284112,2.3297847001307757
mobley_7066554,-0.41914832682865455,0.49729379954503067,1.6093555139159244,-1.1188193082082325,5.0,-7.03,0.14666243218768482,0.03904753191541344
mobley_2913224,-1.4236362923583192,1.4306944425853942,1.6093555139159244,0.647231961973063,5.0,-9.94,1.2263188595734589,-0.4764769730788954
mobley_5852491,2.0548664357750885,-1.248610595279785,-0.6190322377758462,-1.1188193082082325,6.0,1.59,-1.2422416955284112,0.1448159177803229
mobley_5747188,0.05701616090617166,1.2043599133220428,-0.6190322377758462,0.07964718466770575,5.0,-3.58,1.2263188595734589,-0.13518643334833302
mobley_6359156,0.26137984714185236,-1.248610595279785,-0.6190322377758462,0.07964718466770575,5.0,-2.46,-1.2422416955284112,1.871805486584506
mobley_7227357,0.2464292656616796,0.49729379954503067,1.6093555139159244,0.647231961973063,0.0,-4.35,0.14666243218768482,-0.5765679306767026
mobley_7599023,0.48537652686407495,-1.248610595279785,-0.6190322377758462,-1.1188193082082325,5.0,-1.46,-1.2422416955284112,0.3218675696655199
mobley_3976574,0.4005645903857791,0.4322608782798141,-0.6190322377758462,-1.1188193082082325,5.0,-4.15,0.8109540381806228,3.4076549703962367
